Plan Version,Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Placement-Level Deals Closed (Prob. Adj.),Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,# of Placement Launches (Prob. Adj.),Non-Prob. Adj. Scope ($),Probability,Date,Monthly Revenue,FY2015E ($),FY2015E Exit Run rate ($),Avg. monthly launches
Operating,Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,3700000,0.35,10/1/15,89612,621963,1036000,
Operating,Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,45000,0.75,10/1/15,2199,23029,33750,
Operating,Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,30000,0.75,10/1/15,1330,13085,18000,
Operating,Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,218000,0.75,10/1/15,15432,143771,163500,
Operating,Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,4400000,0.35,10/1/15,100357,904168,1540000,
Operating,Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,7600000,0.35,10/1/15,157228,1357884,2128000,
Operating,Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,1000000,0.35,10/1/15,11562,56604,350000,
Operating,TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,50000,0.75,10/1/15,1933,8815,37500,
Operating,TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,680000,0.75,10/1/15,19757,96726,510000,
Operating,Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,1,310000,0.75,10/1/15,15151,114777,232500,
Operating,Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,1,160000,0.75,10/1/15,7093,43240,96000,
Operating,Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,210000,0.75,10/1/15,5839,27500,157500,
Operating,Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,110000,0.75,10/1/15,2447,11524,66000,
Operating,Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,400000,0.75,10/1/15,19905,210096,300000,
Operating,Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,234000,0.75,10/1/15,13067,121843,175500,
Operating,SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,10/1/15,12119,55271,300000,
Operating,SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,800000,0.25,10/1/15,6920,31560,160000,
Operating,SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,10/1/15,6391,26358,300000,
Operating,SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,10/1/15,4073,19940,125000,
Operating,SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,900000,0.25,10/1/15,6650,32555,180000,
Operating,SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1700000,0.25,10/1/15,31750,155441,425000,
Operating,EasyToBook - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,10/1/15,4073,19940,125000,
Operating,EasyToBook - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,590000,0.25,10/1/15,4359,21342,118000,
Operating,getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,175000,0.25,10/1/15,1426,6979,43750,
Operating,getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,10/1/15,1478,7234,40000,
Operating,getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,10/1/15,1659,8127,50000,
Operating,FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,50000,0.25,10/1/15,505,2303,12500,
Operating,FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,45000,0.25,10/1/15,389,1775,9000,
Operating,Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1000000,0.25,10/1/15,10099,46059,250000,
Operating,Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,860000,0.25,10/1/15,7439,33927,172000,
Operating,Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,920000,0.35,10/1/15,16595,75688,322000,
Operating,PPN - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,On Page,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2000000,0,11/1/15,0,0,0,
Operating,PPN - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2900000,0,11/1/15,0,0,0,
Operating,PPN - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,PPA,Hotel,On Page,12/5/14,2014,4,12,0,3/5/15,2015,1,3,0,8380000,0,11/1/15,0,0,0,
Operating,Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,3700000,0.35,11/1/15,79864,621963,1036000,
Operating,Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,45000,0.75,11/1/15,2140,23029,33750,
Operating,Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,30000,0.75,11/1/15,1294,13085,18000,
Operating,Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,218000,0.75,11/1/15,15012,143771,163500,
Operating,Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,4400000,0.35,11/1/15,97626,904168,1540000,
Operating,Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,7600000,0.35,11/1/15,152949,1357884,2128000,
Operating,Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,1000000,0.35,11/1/15,11247,56604,350000,
Operating,TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,50000,0.75,11/1/15,1722,8815,37500,
Operating,TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,680000,0.75,11/1/15,19219,96726,510000,
Operating,Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,1,310000,0.75,11/1/15,14739,114777,232500,
Operating,Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,1,160000,0.75,11/1/15,6900,43240,96000,
Operating,Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,210000,0.75,11/1/15,5416,27500,157500,
Operating,Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,110000,0.75,11/1/15,2269,11524,66000,
Operating,Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,400000,0.75,11/1/15,19363,210096,300000,
Operating,Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,234000,0.75,11/1/15,12121,121843,175500,
Operating,SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,11/1/15,10801,55271,300000,
Operating,SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,800000,0.25,11/1/15,6167,31560,160000,
Operating,SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,11/1/15,4929,26358,300000,
Operating,SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,11/1/15,3962,19940,125000,
Operating,SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,900000,0.25,11/1/15,6469,32555,180000,
Operating,SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1700000,0.25,11/1/15,30886,155441,425000,
Operating,EasyToBook - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,11/1/15,3962,19940,125000,
Operating,EasyToBook - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,590000,0.25,11/1/15,4241,21342,118000,
Operating,getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,175000,0.25,11/1/15,1387,6979,43750,
Operating,getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,11/1/15,1437,7234,40000,
Operating,getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,11/1/15,1614,8127,50000,
Operating,FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,50000,0.25,11/1/15,450,2303,12500,
Operating,FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,45000,0.25,11/1/15,347,1775,9000,
Operating,Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1000000,0.25,11/1/15,9001,46059,250000,
Operating,Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,860000,0.25,11/1/15,6630,33927,172000,
Operating,Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,920000,0.35,11/1/15,14790,75688,322000,
Operating,PPN - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,On Page,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2000000,0,12/1/15,0,0,0,
Operating,PPN - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2900000,0,12/1/15,0,0,0,
Operating,PPN - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,PPA,Hotel,On Page,12/5/14,2014,4,12,0,3/5/15,2015,1,3,0,8380000,0,12/1/15,0,0,0,
Operating,Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,3700000,0.35,12/1/15,74977,621963,1036000,
Operating,Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,45000,0.75,12/1/15,2111,23029,33750,
Operating,Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,30000,0.75,12/1/15,1277,13085,18000,
Operating,Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,218000,0.75,12/1/15,14815,143771,163500,
Operating,Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,4400000,0.35,12/1/15,96343,904168,1540000,
Operating,Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,7600000,0.35,12/1/15,150940,1357884,2128000,
Operating,Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,1000000,0.35,12/1/15,22199,56604,350000,
Operating,TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,50000,0.75,12/1/15,3234,8815,37500,
Operating,TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,680000,0.75,12/1/15,37934,96726,510000,
Operating,Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,1,310000,0.75,12/1/15,14545,114777,232500,
Operating,Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,1,160000,0.75,12/1/15,6809,43240,96000,
Operating,Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,210000,0.75,12/1/15,10412,27500,157500,
Operating,Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,110000,0.75,12/1/15,4363,11524,66000,
Operating,Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,400000,0.75,12/1/15,19109,210096,300000,
Operating,Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,234000,0.75,12/1/15,11651,121843,175500,
Operating,SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,12/1/15,20278,55271,300000,
Operating,SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,800000,0.25,12/1/15,11579,31560,160000,
Operating,SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,12/1/15,7813,26358,300000,
Operating,SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,12/1/15,7820,19940,125000,
Operating,SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,900000,0.25,12/1/15,12767,32555,180000,
Operating,SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1700000,0.25,12/1/15,60961,155441,425000,
Operating,EasyToBook - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,12/1/15,7820,19940,125000,
Operating,EasyToBook - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,590000,0.25,12/1/15,8370,21342,118000,
Operating,getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,175000,0.25,12/1/15,2737,6979,43750,
Operating,getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,12/1/15,2837,7234,40000,
Operating,getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,12/1/15,3185,8127,50000,
Operating,FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,50000,0.25,12/1/15,845,2303,12500,
Operating,FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,45000,0.25,12/1/15,651,1775,9000,
Operating,Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1000000,0.25,12/1/15,16898,46059,250000,
Operating,Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,860000,0.25,12/1/15,12448,33927,172000,
Operating,Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,920000,0.35,12/1/15,27770,75688,322000,
Operating,Thomas Cook - SSN - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Thomas Cook,Thomas Cook,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,83000,0.25,1/1/15,0,2778,20750,
Operating,Thomas Cook - SSN - Package - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Thomas Cook,Thomas Cook,SSN,Package,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1230000,0.25,1/1/15,0,53691,307500,
